,Movie_Title,Year_of_Release,Director,Genre,Runtime,IMDb_Rating,IMDb_Votes,Metascore,Gross,Plot_Outline
1542,Sone Pe Suhaaga,1988,Director:K. Bapaiah,"Action, Family            ",163 min,4.9,100, , ,A typical Hindi family drama. Paresh Rawal plays a crooked police officer who is the main cause of separation of the family of an honest police officer played by Navin nischol.
1543,Nazrana,1987,Director:Ravi Tandon,Romance            , ,6.2,100, , ,"Rajat and Mukta meet each other and fall in love. They get married and live in harmony for a few years. Then Mukta starts suspecting that Rajat is having an affair with Sheetal Puri, and ...                See full summary »"
1544,Mujhe Jeene Do,1963,Director:Moni Bhattacharjee,"Action, Crime, Drama            ",95 min,6.6,100, , ,A notorious bandit continues to elude the authorities and strikes terror in the region.
1545,Ram Ki Janmabhoomi,2019,"Directors:Sanoj Mishra,Sanoj R. Mishra",Drama            ,122 min,6.6,99, , ,The movie deals with issue of Ram Janmbhumi and Halala.
1546,Sirf....: Life Looks Greener on the Other Side,2008,Director:Rajatesh Nayyar,Drama            ,135 min,5.8,99, , ,"An Assistant Director in Bollywood, Rahul Bajaj is in love with Shalu. He wants to marry her, so meets her parents and gets their conditional approval. However, he is given 3 months to find...                See full summary »"
1547,Chhodon Naa Yaar,2007,Director:Dilip Sood,"Horror, Thriller            ",97 min,4.6,99, , ,Three college friends decide to make the film on the remote village only to hunt them by the spirit.
1548,Koi Mere Dil Mein Hai,2005,Director:Deepak Ramsay,"Drama, Romance            ",128 min,4.7,99, , ,"The wealthy Malhotra family consists of dad, Vikram, his wife, and son, Raj. They would like Raj to get married to their friend, Ishwarchand Mangatram Gore's only U.S. based daughter, ...                See full summary »"
1549,Kahani Kismat Ki,1973,Director:Arjun Hingorani,"Action, Drama            ",131 min,6,99, , ,"A thief vows to go straight after one short prison term but severe monetary need forces him to commit a robbery on behalf of his employer, which leads to him being framed for a murder."
1550,Raghuveer,1995,Director:K. Pappu,"Action, Drama            ",151 min,4.4,94, , ,"Ravi Verma is an honest and diligent Inspector who lives with his wife, daughter, and brother Raghuveer. Ravi and Raghuveer are brothers with a very strong bond and both are extremely close...                See full summary »"
1551,Drishti,1990,Director:Govind Nihalani,Drama            ,171 min,7.1,94, , ,"Sandhya and Nikhil have been married for 8 years and live a wealthy lifestyle in Bombay, along with a daughter, Rashmi. On their 8th anniversary, they invite several friends, chief amongst ...                See full summary »"
1552,Swami Dada,1982,"Directors:Dev Anand,T.K. Desai","Action, Drama            ",151 min,6.3,94, , ,"Dev Anand is one of the tapori gang, handled by Kulbhushan Kharbanda. He escapes to Western country, only to come back and see that the members of the gang living in same conditions. He, ...                See full summary »"
1553,Sonchidi,2011,Director:Amit Dutta,"Drama, Mystery, Sci-Fi            ",55 min,6.3,93, , ,"Two travelers who are in search of a flying-craft, which they believe could possibly take them to the ultimate escape from the cycle of births. On their way they record their memories, dreams and fears in a sound-recorder and a notebook."
1554,Ata Pata Lapatta,2012,Director:Rajpal Yadav,"Comedy, Musical            ",120 min,5.4,93, , ,Madhav Chaturvedi files a police complaint that his whole house has been robbed.But it is suspected to be done himself in order to claim the insurance amount.The case becomes lot of ...                See full summary »
1555,Angel,2011,Director:Ganesh Acharya,"Action, Drama            ",114 min,6.3,93, , ,"After serving time in jail for running over a man, an ex-convict is then arrested for sexually molesting the man's physically-challenged daughter."
1556,Diary of a Butterfly,2012,Director:Vinod Mukhi,Drama            ,97 min,3.7,93, , ,A woman's journey at a Fashion house.
1557,Kaanchli Life in a Slough,2020,Director:Dedipya Joshii,Drama            ,101 min,7.3,93, , ,"The immensely beautiful Kajri gets her heart-broken when her husband leaves her to fight alone with the world so to test her husband's feelings towards her, she puts up an act to learn the truth."
1558,Bawri Chhori,2021,Director:Akhilesh Jaiswal,Drama            , ,5,93, , ,A young woman who has arrived in London from India to find her husband and kill her and feed her corpse to the pigs.
1559,Ginny Aur Johnny,1976,Director:Mehmood,"Comedy, Drama, Family            ", ,7.3,93, , ,Johny makes his living by conning people. Ginny enters his life and then nothing in the world can separate them from each other.
1560,Swayamvar,1980,Director:P. Sambasiva Rao,"Comedy, Drama, Romance            ",161 min,7.3,93, , ,"The second wife of kind-hearted,and generous Amirchand Bhargav is Durgadevi Bhargav (Nadira), who is exactly the opposite of her late husband. She rules over her household, alongwith her ...                See full summary »"
1561,Nattukku Oru Nallavan,1991,Director:Ravichandran,Action            , ,5.1,93, , ,Add a Plot
1562,Inteqam: The Perfect Game,2004,Director:Pankaj Parashar,"Action, Thriller            ",127 min,5,93, , ,"Assistant Commissioner of Police, Uday Dhirendra Thakur, is a rogue cop, known for his relentlessness in pursuing criminals, and bringing them to justice, failing which, killing them in ...                See full summary »"
1563,Soch,2002,Director:Sushen Bhatnagar,"Drama, Mystery, Thriller            ",145 min,4.4,93, , ,"Raj Matthews has been selected the best actor in the Bollywood Cine Awards. He dedicates this award to his pretty co-star, Preeti Sardesai. Raj has everything going for him. He is rich, ...                See full summary »"
1564,Insaniyat,1955,Director:S.S. Vasan,"Action, Drama, Romance            ",185 min,7.4,93, , ,A once loyal soldier faces many challenges after turning into a rebel.
1565,3D Saamri,1985,"Directors:Shyam Ramsay,Tulsi Ramsay",Horror            ,102 min,5.6,93, , ,A wealthy Dharmesh Saxena in a small town he worships Kali Maa and black magic so is called Saamri.He known's his death is near and wants to transfer all his wealth to niece Anju living in ...                See full summary »
1566,Shapath,1997,Director:Rajiv Babbar,Action            ,140 min,5.5,93, , ,"Inspector Kishan lives a middle-class lifestyle in Mumbai, India, along with his younger brother, Rahul. He is in love with Kavita, the daughter of a Mantri, Dindayal Kallu, while Rahul is ...                See full summary »"
1567,Hulchul,1971,Director:O.P. Ralhan,"Adventure, Comedy, Crime            ",149 min,7,93, , ,"A man overhears a murder plot and telephones three different women, all who share the potential victim's name."
1568,Humjoli,1970,Director:Ramanna,"Comedy, Drama, Romance            ", ,5.9,93, , ,"Village-based Gopalnath (Pran) had always dreamed of becoming rich. On a visit to Bombay city, his dreams are fulfilled when he agrees to marry plain-looking Roopa, the sole heiress of a ...                See full summary »"
1569,Pasand Apni Apni,1983,Director:Basu Chatterjee,Comedy            , ,7,93, , ,"Sandeep Anand is a wealthy industrialist. He runs an organization, and falls in love with one of his employees named Geeta, who comes from a lower middle class family, and wants to marry a ...                See full summary »"
1570,Bandhan,1969,Director:Narendra Bedi,"Drama, Family, Musical            ",159 min,7.2,93, , ,"Jeevanlal lives in a small village in India with his wife, Sita, a son, Dharmchand and daughter, Meena, and makes a living by stealing. One day he steals from the Tehsildar's home, returns ...                See full summary »"
1571,Jeene Ki Raah,1969,Director:L.V. Prasad,"Drama, Romance            ",152 min,6.9,93, , ,"Desperate to earn money to support his extended family, Mohan becomes entangled in a web of deceit when he tells a lie in order to obtain a secretarial job in the city with the wealthy Mr ...                See full summary »"
1572,Shastra,1996,Director:Sanjay Khanna,"Action, Drama            ",144 min,4.8,93, , ,"One of the employees of Vijay's parents, Babu, is sentence to a long jail term for killing them. In hot pursuit to avenge the death of his parents Vijay wait until Babu is release from jail...                See full summary »"
1573,Sagina,1974,Director:Tapan Sinha,"Comedy, Drama, Family            ", ,7.1,93, , ,"Sagina a factory laborer,an aggressive, honest and lovable character who was the first to fight against the tyranny of the British bosses in the Tea gardens of North-Eastern India."
1574,Chorus,1975,Director:Mrinal Sen,"Fantasy, Drama            ",124 min,7.4,93, , ,"It begins like a fairy tale. It starts with a ritual. A bard appears on the screen and sings.Glory be the new gods who have descended to the Earth.The chairman of the gods, concerned over ...                See full summary »"
1575,Chhupa Rustam,1973,Director:Vijay Anand,"Action, Thriller            ", ,7,93, , ,"The Government of India had granted Rs.50,000/- to Prof. Harbanslal to conduct a study in the mountains bordering Tibet with India, called the Nangla Project. Harbanslal is sure that within...                See full summary »"
1576,Pyar Ki Kahani,1971,Director:Ravikant Nagaich,"Drama, Romance            ",150 min,6.1,93, , ,"Although well qualified, Ram Chand is unable to obtain suitable employment, and works as a peon in an organization. One day he meets with Ravi Chand, who is on the verge of committing ...                See full summary »"
1577,Game Over,2017,Director:Paresh Vinodray Savani,Thriller            ,140 min,7.1,92, , ,"GAME OVER - Story of a Con Girl - Bold and Beautiful, Smart and Intelligent; but that's not enough to play the Game of Life - Game of Gamble."
1578,Meerabai Not Out,2008,Director:Chandrakant Kulkarni,"Comedy, Drama, Romance            ", ,3.9,92, , ,A cricket-loving school-teacher faces challenges after agreeing to marry a doctor.
1579,Kash... Aap Hamare Hote,2003,Director:Ravindra Peepat,"Family, Musical, Romance            ", ,5,92, , ,"Yashwantraj Mankotia (Om Puri) has brought up the daughter of his late friend, Amrita (Juhi Babbar) with love and affection as his own daughter. He plans to marry her to his only son, ...                See full summary »"
1580,Ab Ayega Mazaa,1984,Director:Pankaj Parashar,Comedy            ,128 min,6.5,92, , ,"Vijay and Nupur start liking each other after a chance meeting at a bus stop. Suresh (Sidey) is Vijay's boss' son and wants to marry Nupur but ends up liking Nupur's maid, Imarti. Sidey's ...                See full summary »"
